"","DATE","State","Census_year","Estimated_Population.x","election_year","Year","added_electors","FullName","Resident.Population","Percent.Change.in.Resident.Population","Resident.Population.Density","Resident.Population.Density.Rank","Number.of.Representatives","Change.in.Number.of.Representatives","Average.Apportionment.Population.Per.Representative","Electors","census_pop_numeric","electoral_power","pop_difference","pop_deviation","Date_year","Electoral.Vote.of.each.State","Republican","Democratic","Winner","total_pop.x","total_electors","pop_percent","elector_percent","Estimated_Population.y","total_pop.y","estimate_electors"
"11","1910-01-01","GA",1900,2618000,FALSE,NA,NA,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.028331493625955,NA,NA,NA,NA
"12","1910-01-01","HI",1900,NA,FALSE,NA,NA,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,NA,NA,NA,NA,NA
"13","1910-01-01","IA",1900,2228000,FALSE,NA,NA,"Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0241109884639526,NA,NA,NA,NA
"14","1910-01-01","ID",1900,329000,FALSE,NA,NA,"Idaho",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.00356037486743285,NA,NA,NA,NA
"15","1910-01-01","IL",1900,5668000,FALSE,NA,NA,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0613380083544359,NA,NA,NA,NA
"16","1910-01-01","IN",1900,2713000,FALSE,NA,NA,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0293595653961864,NA,NA,NA,NA
"17","1910-01-01","KS",1900,1692000,FALSE,NA,NA,"Kansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0183104993182261,NA,NA,NA,NA
"18","1910-01-01","KY",1900,2299000,FALSE,NA,NA,"Kentucky",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0248793368395992,NA,NA,NA,NA
"19","1910-01-01","LA",1900,1667000,FALSE,NA,NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0180399541155336,NA,NA,NA,NA
"20","1910-01-01","MA",1900,3365000,FALSE,NA,NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0364153842824059,NA,NA,NA,NA
"21","1910-01-01","MD",1900,1302000,FALSE,NA,NA,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0140899941562236,NA,NA,NA,NA
"22","1910-01-01","ME",1900,745000,FALSE,NA,NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.00806224704023548,NA,NA,NA,NA
"23","1910-01-01","MI",1900,2832000,FALSE,NA,NA,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0306473605610025,NA,NA,NA,NA
"24","1910-01-01","MN",1900,2086000,FALSE,NA,NA,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0225742917126594,NA,NA,NA,NA
"25","1910-01-01","MO",1900,3301000,FALSE,NA,NA,"Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0357227885635132,NA,NA,NA,NA
"26","1910-01-01","MS",1900,1802000,FALSE,NA,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0195008982100729,NA,NA,NA,NA
"27","1910-01-01","MT",1900,380000,FALSE,NA,NA,"Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.00411228708092548,NA,NA,NA,NA
"28","1910-01-01","NC",1900,2221000,FALSE,NA,NA,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0240352358071987,NA,NA,NA,NA
"29","1910-01-01","ND",1900,580000,FALSE,NA,NA,"North Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.00627664870246521,NA,NA,NA,NA
"30","1910-01-01","NE",1900,1198000,FALSE,NA,NA,"Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.012964526113023,NA,NA,NA,NA
"31","1910-01-01","NH",1900,431000,FALSE,NA,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.00466419929441811,NA,NA,NA,NA
"32","1910-01-01","NJ",1900,2550000,FALSE,NA,NA,"New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0275956106746315,NA,NA,NA,NA
"33","1910-01-01","NM",1900,329000,FALSE,NA,NA,"New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.00356037486743285,NA,NA,NA,NA
"34","1910-01-01","NV",1900,82000,FALSE,NA,NA,"Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.000887388264831288,NA,NA,NA,NA
"35","1910-01-01","NY",1900,9137000,FALSE,NA,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0988788606800424,NA,NA,NA,NA
"36","1910-01-01","OH",1900,4786000,FALSE,NA,NA,"Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0517931736034457,NA,NA,NA,NA
"37","1910-01-01","OK",1900,1671000,FALSE,NA,NA,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0180832413479644,NA,NA,NA,NA
"38","1910-01-01","OR",1900,677000,FALSE,NA,NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.00732636408891198,NA,NA,NA,NA
"39","1910-01-01","PA",1900,7706000,FALSE,NA,NA,"Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0833928532779257,NA,NA,NA,NA
"40","1910-01-01","RI",1900,545000,FALSE,NA,NA,"Rhode Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.00589788541869576,NA,NA,NA,NA
"41","1910-01-01","SC",1900,1523000,FALSE,NA,NA,"South Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.016481613748025,NA,NA,NA,NA
"42","1910-01-01","SD",1900,590000,FALSE,NA,NA,"South Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.00638486678354219,NA,NA,NA,NA
"43","1910-01-01","TN",1900,2191000,FALSE,NA,NA,"Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0237105815639677,NA,NA,NA,NA
"44","1910-01-01","TX",1900,3922000,FALSE,NA,NA,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.042443131398394,NA,NA,NA,NA
"45","1910-01-01","UT",1900,377000,FALSE,NA,NA,"Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.00407982165660239,NA,NA,NA,NA
"46","1910-01-01","VA",1900,2071000,FALSE,NA,NA,"Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0224119645910439,NA,NA,NA,NA
"47","1910-01-01","VT",1900,357000,FALSE,NA,NA,"Vermont",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.00386338549444841,NA,NA,NA,NA
"48","1910-01-01","WA",1900,1148000,FALSE,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.012423435707638,NA,NA,NA,NA
"49","1910-01-01","WI",1900,2345000,FALSE,NA,NA,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0253771400125533,NA,NA,NA,NA
"50","1910-01-01","WV",1900,1231000,FALSE,NA,NA,"West Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.013321645780577,NA,NA,NA,NA
"51","1910-01-01","WY",1900,147000,FALSE,NA,NA,"Wyoming",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1910,NA,NA,NA,NA,92406000,0,0.0015908057918317,NA,NA,NA,NA
"52","1911-01-01","AK",1910,NA,FALSE,NA,NA,"Alaska","64,356",1.2,"0.1",52,NA,NA,"",NA,64356,0,NA,NA,1911,NA,NA,NA,NA,93866000,528,NA,NA,NA,NA,NA
"53","1911-01-01","AL",1910,2185000,FALSE,NA,NA,"Alabama","2,138,093",16.9,"42.2",25,10,1,"213,809",12,2138093,18.2083333333333,46907,0.0219387089336151,1911,NA,NA,NA,NA,93866000,528,0.0232778641893763,0.0227272727272727,NA,NA,NA
"54","1911-01-01","AR",1910,1610000,FALSE,NA,NA,"Arkansas","1,574,449",20,"30.3",30,7,0,"224,921",9,1574449,17.8888888888889,35551,0.0225799628949556,1911,NA,NA,NA,NA,93866000,528,0.0171521104553299,0.0170454545454545,NA,NA,NA
"55","1911-01-01","AZ",1910,212000,FALSE,NA,NA,"Arizona","204,354",66.2,"1.8",49,NA,NA,"",NA,204354,0,7646,0.037415465319984,1911,NA,NA,NA,NA,93866000,528,0.00225853876803102,NA,NA,NA,NA
"56","1911-01-01","CA",1910,2534000,FALSE,NA,NA,"California","2,377,549",60.1,"15.3",38,11,3,"216,051",13,2377549,19.4923076923077,156451,0.0658034808115416,1911,NA,NA,NA,NA,93866000,528,0.0269959303688236,0.0246212121212121,NA,NA,NA
"57","1911-01-01","CO",1910,821000,FALSE,NA,NA,"Colorado","799,024",48,"7.7",42,4,1,"199,643",6,799024,13.6833333333333,21976,0.0275035543362903,1911,NA,NA,NA,NA,93866000,528,0.00874651098374278,0.0113636363636364,NA,NA,NA
"58","1911-01-01","CT",1910,1149000,FALSE,NA,NA,"Connecticut","1,114,756",22.7,"230.2",6,5,0,"222,951",7,1114756,16.4142857142857,34244,0.0307188299502313,1911,NA,NA,NA,NA,93866000,528,0.012240853983338,0.0132575757575758,NA,NA,NA
"59","1911-01-01","DC",1910,344000,FALSE,NA,NA,"District of Columbia","331,069",18.8,"5,423.10",1,NA,NA,"",3,331069,11.4666666666667,12931,0.0390583231894258,1911,NA,NA,NA,NA,93866000,528,0.00366479875567298,0.00568181818181818,NA,NA,NA
"60","1911-01-01","DE",1910,207000,FALSE,NA,NA,"Delaware","202,322",9.5,"103.8",11,1,0,"202,322",3,202322,6.9,4678,0.0231215587034529,1911,NA,NA,NA,NA,93866000,528,0.00220527134425671,0.00568181818181818,NA,NA,NA
"61","1911-01-01","FL",1910,773000,FALSE,NA,NA,"Florida","752,619",42.4,"14",40,4,1,"188,155",6,752619,12.8833333333333,20381,0.0270801029471751,1911,NA,NA,NA,NA,93866000,528,0.00823514371550934,0.0113636363636364,NA,NA,NA
"62","1911-01-01","GA",1910,2644000,FALSE,NA,NA,"Georgia","2,609,121",17.7,"45.4",23,12,1,"217,427",14,2609121,18.8857142857143,34879,0.0133681036640309,1911,NA,NA,NA,NA,93866000,528,0.0281678136918586,0.0265151515151515,NA,NA,NA
"63","1911-01-01","HI",1910,NA,FALSE,NA,NA,"Hawaii","191,909",24.6,"29.9",31,NA,NA,"",NA,191909,0,NA,NA,1911,NA,NA,NA,NA,93866000,528,NA,NA,NA,NA,NA
"64","1911-01-01","IA",1910,2249000,FALSE,NA,NA,"Iowa","2,224,771",-0.3,"39.8",26,11,0,"202,252",13,2224771,17.3,24229,0.0108905590732709,1911,NA,NA,NA,NA,93866000,528,0.0239596872136876,0.0246212121212121,NA,NA,NA
"65","1911-01-01","ID",1910,343000,FALSE,NA,NA,"Idaho","325,594",101.3,"3.9",46,2,1,"161,720",4,325594,8.575,17406,0.0534592160789204,1911,NA,NA,NA,NA,93866000,528,0.00365414527091812,0.00757575757575758,NA,NA,NA
"66","1911-01-01","IL",1910,5757000,FALSE,NA,NA,"Illinois","5,638,591",16.9,"101.6",12,27,2,"208,837",29,5638591,19.851724137931,118409,0.0209997497601794,1911,NA,NA,NA,NA,93866000,528,0.0613321117337481,0.0549242424242424,NA,NA,NA
"67","1911-01-01","IN",1910,2751000,FALSE,NA,NA,"Indiana","2,700,876",7.3,"75.4",13,13,0,"207,760",15,2700876,18.34,50124,0.0185584232671178,1911,NA,NA,NA,NA,93866000,528,0.029307736560629,0.0284090909090909,NA,NA,NA
"68","1911-01-01","KS",1910,1684000,FALSE,NA,NA,"Kansas","1,690,949",15,"20.7",35,8,0,"211,369",10,1690949,16.84,-6949,-0.00410952666224706,1911,NA,NA,NA,NA,93866000,528,0.0179404683271898,0.0189393939393939,NA,NA,NA
"69","1911-01-01","KY",1910,2324000,FALSE,NA,NA,"Kentucky","2,289,905",6.6,"58",14,11,0,"208,173",13,2289905,17.8769230769231,34095,0.014889263965099,1911,NA,NA,NA,NA,93866000,528,0.0247586985703023,0.0246212121212121,NA,NA,NA
"70","1911-01-01","LA",1910,1695000,FALSE,NA,NA,"Louisiana","1,656,388",19.9,"38.3",29,8,1,"207,049",10,1656388,16.95,38612,0.0233109633733159,1911,NA,NA,NA,NA,93866000,528,0.0180576566594933,0.0189393939393939,NA,NA,NA
"71","1911-01-01","MA",1910,3383000,FALSE,NA,NA,"Massachusetts","3,366,416",20,"431.6",3,16,2,"210,401",18,3366416,18.7944444444444,16584,0.00492630738447061,1911,NA,NA,NA,NA,93866000,528,0.0360407389257026,0.0340909090909091,NA,NA,NA
"72","1911-01-01","MD",1910,1324000,FALSE,NA,NA,"Maryland","1,295,346",9,"133.4",9,6,0,"215,891",8,1295346,16.55,28654,0.0221207306773634,1911,NA,NA,NA,NA,93866000,528,0.014105213815439,0.0151515151515152,NA,NA,NA
"73","1911-01-01","ME",1910,751000,FALSE,NA,NA,"Maine","742,371",6.9,"24.1",33,4,0,"185,593",6,742371,12.5166666666667,8629,0.0116235682697735,1911,NA,NA,NA,NA,93866000,528,0.00800076705090235,0.0113636363636364,NA,NA,NA
"74","1911-01-01","MI",1910,2916000,FALSE,NA,NA,"Michigan","2,810,173",16.1,"49.7",19,13,1,"216,167",15,2810173,19.44,105827,0.0376585356132879,1911,NA,NA,NA,NA,93866000,528,0.0310655615451814,0.0284090909090909,NA,NA,NA
"75","1911-01-01","MN",1910,2119000,FALSE,NA,NA,"Minnesota","2,075,708",18.5,"26.1",32,10,1,"207,438",12,2075708,17.6583333333333,43292,0.0208564981201595,1911,NA,NA,NA,NA,93866000,528,0.0225747341955554,0.0227272727272727,NA,NA,NA
"76","1911-01-01","MO",1910,3317000,FALSE,NA,NA,"Missouri","3,293,335",6,"47.9",21,16,0,"205,833",18,3293335,18.4277777777778,23665,0.00718572510843871,1911,NA,NA,NA,NA,93866000,528,0.0353376089318816,0.0340909090909091,NA,NA,NA
"77","1911-01-01","MS",1910,1810000,FALSE,NA,NA,"Mississippi","1,797,114",15.8,"38.3",28,8,0,"224,639",10,1797114,18.1,12886,0.0071703854068245,1911,NA,NA,NA,NA,93866000,528,0.0192828074063026,0.0189393939393939,NA,NA,NA
"78","1911-01-01","MT",1910,397000,FALSE,NA,NA,"Montana","376,053",54.5,"2.6",48,2,1,"183,169",4,376053,9.925,20947,0.0557022547353698,1911,NA,NA,NA,NA,93866000,528,0.00422943344768074,0.00757575757575758,NA,NA,NA
"79","1911-01-01","NC",1910,2276000,FALSE,NA,NA,"North Carolina","2,206,287",16.5,"45.4",22,10,0,"220,629",12,2206287,18.9666666666667,69713,0.0315974304340279,1911,NA,NA,NA,NA,93866000,528,0.0242473313020689,0.0227272727272727,NA,NA,NA
"80","1911-01-01","ND",1910,584000,FALSE,NA,NA,"North Dakota","577,056",80.8,"8.4",41,3,1,"191,468",5,577056,11.68,6944,0.0120334941496146,1911,NA,NA,NA,NA,93866000,528,0.00622163509684018,0.00946969696969697,NA,NA,NA
"81","1911-01-01","NE",1910,1216000,FALSE,NA,NA,"Nebraska","1,192,214",11.8,"15.5",37,6,0,"198,702",8,1192214,15.2,23786,0.0199511161586762,1911,NA,NA,NA,NA,93866000,528,0.0129546374619138,0.0151515151515152,NA,NA,NA
"82","1911-01-01","NH",1910,432000,FALSE,NA,NA,"New Hampshire","430,572",4.6,"48.1",20,2,0,"215,286",4,430572,10.8,1428,0.00331651849168083,1911,NA,NA,NA,NA,93866000,528,0.00460230541410095,0.00757575757575758,NA,NA,NA
"83","1911-01-01","NJ",1910,2610000,FALSE,NA,NA,"New Jersey","2,537,167",34.7,"345",4,12,2,"211,431",14,2537167,18.6428571428571,72833,0.0287064272868124,1911,NA,NA,NA,NA,93866000,528,0.0278055952101933,0.0265151515151515,NA,NA,NA
"84","1911-01-01","NM",1910,334000,FALSE,NA,NA,"New Mexico","327,301",67.6,"2.7",47,NA,NA,"",NA,327301,0,6699,0.0204673985108509,1911,NA,NA,NA,NA,93866000,528,0.00355826390812435,NA,NA,NA,NA
"85","1911-01-01","NV",1910,81000,FALSE,NA,NA,"Nevada","81,875",93.4,"0.7",51,1,0,"80,293",3,81875,2.7,-875,-0.0106870229007634,1911,NA,NA,NA,NA,93866000,528,0.000862932265143929,0.00568181818181818,NA,NA,NA
"86","1911-01-01","NY",1910,9249000,FALSE,NA,NA,"New York","9,113,614",25.4,"193.4",7,43,6,"211,836",45,9113614,20.5533333333333,135386,0.014855358148809,1911,NA,NA,NA,NA,93866000,528,0.0985340804977308,0.0852272727272727,NA,NA,NA
"87","1911-01-01","OH",1910,4821000,FALSE,NA,NA,"Ohio","4,767,121",14.7,"116.7",10,22,1,"216,687",24,4767121,20.0875,53879,0.0113022094467499,1911,NA,NA,NA,NA,93866000,528,0.051360450003196,0.0454545454545455,NA,NA,NA
"88","1911-01-01","OK",1910,1714000,FALSE,NA,NA,"Oklahoma","1,657,155",109.7,"24.2",33,8,8,"207,144",10,1657155,17.14,56845,0.0343027658849052,1911,NA,NA,NA,NA,93866000,528,0.0182600728698357,0.0189393939393939,NA,NA,NA
"89","1911-01-01","OR",1910,692000,FALSE,NA,NA,"Oregon","672,765",62.7,"7",44,3,1,"224,255",5,672765,13.84,19235,0.0285909641553886,1911,NA,NA,NA,NA,93866000,528,0.00737221145036541,0.00946969696969697,NA,NA,NA
"90","1911-01-01","PA",1910,7850000,FALSE,NA,NA,"Pennsylvania","7,665,111",21.6,"171.3",8,36,4,"212,920",38,7665111,20.6578947368421,184889,0.0241208509570181,1911,NA,NA,NA,NA,93866000,528,0.083629855325677,0.071969696969697,NA,NA,NA
"91","1911-01-01","RI",1910,556000,FALSE,NA,NA,"Rhode Island","542,610",26.6,"524.9",2,3,1,"180,870",5,542610,11.12,13390,0.0246770240135641,1911,NA,NA,NA,NA,93866000,528,0.005923337523704,0.00946969696969697,NA,NA,NA
"92","1911-01-01","SC",1910,1548000,FALSE,NA,NA,"South Carolina","1,515,400",13.1,"50.4",18,7,0,"216,486",9,1515400,17.2,32600,0.0215124719545994,1911,NA,NA,NA,NA,93866000,528,0.0164915944005284,0.0170454545454545,NA,NA,NA
"93","1911-01-01","SD",1910,602000,FALSE,NA,NA,"South Dakota","583,888",45.4,"7.7",42,3,1,"191,892",5,583888,12.04,18112,0.03101964760365,1911,NA,NA,NA,NA,93866000,528,0.00641339782242772,0.00946969696969697,NA,NA,NA
"94","1911-01-01","TN",1910,2197000,FALSE,NA,NA,"Tennessee","2,184,789",8.1,"53",15,10,0,"218,479",12,2184789,18.3083333333333,12211,0.00558909807766333,1911,NA,NA,NA,NA,93866000,528,0.0234057060064347,0.0227272727272727,NA,NA,NA
"95","1911-01-01","TX",1910,4016000,FALSE,NA,NA,"Texas","3,896,542",27.8,"14.9",39,18,2,"216,475",20,3896542,20.08,119458,0.0306574393398044,1911,NA,NA,NA,NA,93866000,528,0.0427843947755311,0.0378787878787879,NA,NA,NA
"96","1911-01-01","UT",1910,387000,FALSE,NA,NA,"Utah","373,351",34.9,"4.5",45,2,1,"185,932",4,373351,9.675,13649,0.0365580914474583,1911,NA,NA,NA,NA,93866000,528,0.0041228986001321,0.00757575757575758,NA,NA,NA
"97","1911-01-01","VA",1910,2092000,FALSE,NA,NA,"Virginia","2,061,612",11.2,"52.2",16,10,0,"206,161",12,2061612,17.4333333333333,30388,0.0147399219639777,1911,NA,NA,NA,NA,93866000,528,0.0222870901071741,0.0227272727272727,NA,NA,NA
"98","1911-01-01","VT",1910,358000,FALSE,NA,NA,"Vermont","355,956",3.6,"38.6",27,2,0,"177,978",4,355956,8.95,2044,0.00574228275404825,1911,NA,NA,NA,NA,93866000,528,0.00381394754224107,0.00757575757575758,NA,NA,NA
"99","1911-01-01","WA",1910,1167000,FALSE,NA,NA,"Washington","1,141,990",120.4,"17.2",36,5,2,"228,027",7,1141990,16.6714285714286,25010,0.0219003669033879,1911,NA,NA,NA,NA,93866000,528,0.0124326167089255,0.0132575757575758,NA,NA,NA
"100","1911-01-01","WI",1910,2369000,FALSE,NA,NA,"Wisconsin","2,333,860",12.8,"43.1",24,11,0,"212,078",13,2333860,18.2230769230769,35140,0.0150566015099449,1911,NA,NA,NA,NA,93866000,528,0.0252381053842712,0.0246212121212121,NA,NA,NA
"101","1911-01-01","WV",1910,1266000,FALSE,NA,NA,"West Virginia","1,221,119",27.4,"50.8",17,6,1,"203,520",8,1221119,15.825,44881,0.0367539936730163,1911,NA,NA,NA,NA,93866000,528,0.013487311699657,0.0151515151515152,NA,NA,NA
"102","1911-01-01","WY",1910,150000,FALSE,NA,NA,"Wyoming","145,965",57.7,"1.5",50,1,0,"144,658",3,145965,5,4035,0.027643613194944,1911,NA,NA,NA,NA,93866000,528,0.0015980227132295,0.00568181818181818,NA,NA,NA
"103","1912-01-01","AK",1910,NA,TRUE,NA,NA,"Alaska","64,356",1.2,"0.1",52,NA,NA,"",NA,64356,0,NA,NA,1912,NA,NA,NA,NA,95332000,534,NA,NA,NA,NA,NA
"104","1912-01-01","AL",1910,2217000,TRUE,NA,NA,"Alabama","2,138,093",16.9,"42.2",25,10,1,"213,809",12,2138093,18.475,78907,0.0369053170278374,1912,NA,NA,NA,NA,95332000,534,0.0232555700079721,0.0224719101123595,NA,NA,NA
"105","1912-01-01","AR",1910,1636000,TRUE,NA,NA,"Arkansas","1,574,449",20,"30.3",30,7,0,"224,921",9,1574449,18.1777777777778,61551,0.039093676581458,1912,NA,NA,NA,NA,95332000,534,0.0171610791759325,0.0168539325842697,NA,NA,NA
"106","1912-01-01","AZ",1910,217000,TRUE,1912,3,"Arizona","204,354",66.2,"1.8",49,NA,NA,"",3,204354,7.23333333333333,12646,0.0618828112001722,1912,NA,NA,NA,NA,95332000,534,0.0022762556119666,0.00561797752808989,NA,NA,NA
"107","1912-01-01","CA",1910,2668000,TRUE,NA,NA,"California","2,377,549",60.1,"15.3",38,11,3,"216,051",13,2377549,20.5230769230769,290451,0.122164043727385,1912,NA,NA,NA,NA,95332000,534,0.0279864054042714,0.0243445692883895,NA,NA,NA
"108","1912-01-01","CO",1910,832000,TRUE,NA,NA,"Colorado","799,024",48,"7.7",42,4,1,"199,643",6,799024,13.8666666666667,32976,0.0412703498267887,1912,NA,NA,NA,NA,95332000,534,0.0087273947887383,0.0112359550561798,NA,NA,NA
"109","1912-01-01","CT",1910,1176000,TRUE,NA,NA,"Connecticut","1,114,756",22.7,"230.2",6,5,0,"222,951",7,1114756,16.8,61244,0.0549393768681218,1912,NA,NA,NA,NA,95332000,534,0.0123358368648513,0.0131086142322097,NA,NA,NA
